case_id,n_voters,c1,c3,c5,max_block,n_block_holders,ss_max,ss_controlled,ss_top1,n_voters_in_ss,taxonomy,controller_type
case-chaos-labs-scope-and,12630,0.11274065865507449,0.2889629270915228,0.45745298284545416,0.11274065865507449,10,0.1173,False,0.1173,50,widely_held_block,delegate_block
case-chaos-labs-stablecoin,3830,0.25852518685837683,0.6160186623894385,0.8563807708392581,0.25852518685837683,7,0.3193,False,0.3193,50,widely_held_block,delegate_block
case-chaos-risk-agents,148,0.4842157906176895,0.7965187213014547,0.9141580135968044,0.4842157906176895,5,0.725,False,0.725,50,widely_held_block,delegate_block
case-community-guardian-renewal,2257,0.37220533465374844,0.8531050288511104,0.9801357575784416,0.37220533465374844,4,0.4032,False,0.4032,50,widely_held_block,delegate_block
case-community-preference-for-suppl,15874,0.29554301343815315,0.5765166316304612,0.7882959103872048,0.29554301343815315,7,0.3642,False,0.3642,50,widely_held_block,delegate_block
case-configure-isolation-mode-borro,16061,0.41344793804786145,0.7368835255338161,0.9458483113929627,0.41344793804786145,5,0.5424,False,0.5424,50,widely_held_block,delegate_block
case-consolidate-reserve-factors-an,30,0.5167430431777368,0.913717076103431,0.970928181890079,0.5167430431777368,3,1.0,True,1.0,30,controlled,whale_control
case-continuous-security-proposal-a,1381,0.23803614151076385,0.42688073844722346,0.5363514853731356,0.23803614151076385,6,0.2916,False,0.2916,50,widely_held_block,delegate_block
case-crv-ethereum-deprecation-plan,12691,0.19966076019081808,0.41274002434959767,0.5736011025228162,0.19966076019081808,8,0.2268,False,0.2268,50,widely_held_block,delegate_block
case-crv-interest-rate-curve-upgrad,11212,0.30390607061648284,0.5666875309149965,0.7749664659102664,0.30390607061648284,8,0.3786,False,0.3786,50,widely_held_block,delegate_block
case-crvusd-onboarding-aave,15110,0.13177550359955512,0.29878399439066683,0.435590459348409,0.13177550359955512,6,0.1437,False,0.1437,50,widely_held_block,delegate_block
case-deficit-realization-risk-oracl,112,0.3175107304878353,0.7691414434786831,0.9044073181880685,0.3175107304878353,5,0.3168,False,0.3168,50,widely_held_block,delegate_block
case-defining-the-service-provider,3037,0.2976282438285293,0.5448613121699674,0.7556093476054384,0.2976282438285293,7,0.4355,False,0.4355,50,widely_held_block,delegate_block
case-deploy-10m-gho-into-aave,197,0.3653894427096756,0.7201746960689661,0.8387985075088357,0.3653894427096756,6,0.4344,False,0.4344,50,widely_held_block,delegate_block
case-deploy-aave,121,0.5654848263748489,0.8636426956727391,0.9406698997630021,0.5654848263748489,3,1.0,True,1.0,50,controlled,whale_control
case-deploy-aave-arbitrum,1130,0.23007075184125306,0.57880738376429,0.8116237859365995,0.23007075184125306,5,0.2453,False,0.2453,50,widely_held_block,delegate_block
case-deploy-aave-cronos-chain,445,0.6690093117131225,0.8404653886662791,0.9087179053784785,0.6690093117131225,3,1.0,True,1.0,50,controlled,whale_control
case-deploy-aave-evmos,731,0.42738990351410644,0.7029631613879582,0.8395197693297453,0.42738990351410644,4,0.6044,False,0.6044,50,widely_held_block,delegate_block
case-deploy-aave-fantom,520,0.34965994427352454,0.7269746264889665,0.8188260195352446,0.34965994427352454,4,0.3221,False,0.3221,50,widely_held_block,delegate_block
case-deploy-aave-mantle,417,0.4686076188190862,0.7774634744354396,0.8914007671096245,0.4686076188190862,4,0.7142,False,0.7142,50,widely_held_block,delegate_block
